Yýl;Ýl Kodu;Ýl Adý;Ýlce Kodu;Ýlce Adý;Ürün Adý;Ekilen Alan(dekar);Hasat Edilen Alan(dekar);Üretim Miktari(ton);Verim (Kg/Dekar);Rakým (m);Ortalama Sýcaklýk (°C);Nem Oraný (%);Yaðýþ Oraný (mm);Güneþ Iþýðý (saat/gün);;;;;
2012;38;KAYSERÝ;15;YAHYALI;Buðday (Diðer) Sulu;  7 095;  7 095;  2 696;   380;1230;11.2;62;570;6.7;;;;;
2012;38;KAYSERÝ;16;YEÞÝLHÝSAR;Buðday (Durum) Kuru;;;;   170;1170;11.5;61;560;6.7;;;;;
2012;38;KAYSERÝ;16;YEÞÝLHÝSAR;Buðday (Durum) Sulu;  1 570;  1 570;   597;   380;1170;11.5;61;560;6.7;;;;;
2012;38;KAYSERÝ;16;YEÞÝLHÝSAR;Buðday (Diðer) Kuru;  14 720;  14 720;  2 502;   170;1170;11.5;61;560;6.7;;;;;
2012;38;KAYSERÝ;16;YEÞÝLHÝSAR;Buðday (Diðer) Sulu;  44 159;  44 159;  16 780;   380;1170;11.5;61;560;6.7;;;;;
2012;39;KIRKLARELÝ;0;MERKEZ;Buðday (Durum) Kuru;;;;   378;203;13.7;76;650;6.1;;;;;
2012;39;KIRKLARELÝ;0;MERKEZ;Buðday (Durum) Sulu;;;;   432;203;13.7;76;650;6.1;;;;;
2012;39;KIRKLARELÝ;0;MERKEZ;Buðday (Diðer) Kuru;  239 696;  239 696;  90 605;   378;203;13.7;76;650;6.1;;;;;
2012;39;KIRKLARELÝ;0;MERKEZ;Buðday (Diðer) Sulu;;;;   432;203;13.7;76;650;6.1;;;;;
2012;39;KIRKLARELÝ;1;BABAESKÝ;Buðday (Durum) Kuru;;;;   410;100;13.8;75;640;6.2;;;;;
2012;39;KIRKLARELÝ;1;BABAESKÝ;Buðday (Durum) Sulu;;;;   460;100;13.8;75;640;6.2;;;;;
2012;39;KIRKLARELÝ;1;BABAESKÝ;Buðday (Diðer) Kuru;  171 534;  171 534;  70 329;   410;100;13.8;75;640;6.2;;;;;
2012;39;KIRKLARELÝ;1;BABAESKÝ;Buðday (Diðer) Sulu;   ;   ;   ;   460;100;13.8;75;640;6.2;;;;;
2012;39;KIRKLARELÝ;3;KOFÇAZ;Buðday (Durum) Kuru;;;;   350;640;12.5;78;670;6.0;;;;;
2012;39;KIRKLARELÝ;3;KOFÇAZ;Buðday (Durum) Sulu;;;;   420;640;12.5;78;670;6.0;;;;;
2012;39;KIRKLARELÝ;3;KOFÇAZ;Buðday (Diðer) Kuru;  46 043;  46 043;  16 115;   350;640;12.5;78;670;6.0;;;;;
2012;39;KIRKLARELÝ;3;KOFÇAZ;Buðday (Diðer) Sulu;   ;   ;   ;   420;640;12.5;78;670;6.0;;;;;
2012;39;KIRKLARELÝ;4;LÜLEBURGAZ;Buðday (Durum) Kuru;;;;   432;30;14.0;74;630;6.3;;;;;
2012;39;KIRKLARELÝ;4;LÜLEBURGAZ;Buðday (Durum) Sulu;;;;   500;30;14.0;74;630;6.3;;;;;
2012;39;KIRKLARELÝ;4;LÜLEBURGAZ;Buðday (Diðer) Kuru;  367 444;  367 444;  158 736;   432;30;14.0;74;630;6.3;;;;;
2012;39;KIRKLARELÝ;4;LÜLEBURGAZ;Buðday (Diðer) Sulu;   ;   ;   ;   500;30;14.0;74;630;6.3;;;;;
2012;39;KIRKLARELÝ;5;PEHLÝVANKÖY;Buðday (Durum) Kuru;;;;   378;75;13.6;75;640;6.2;;;;;
2012;39;KIRKLARELÝ;5;PEHLÝVANKÖY;Buðday (Durum) Sulu;;;;   486;75;13.6;75;640;6.2;;;;;
2012;39;KIRKLARELÝ;5;PEHLÝVANKÖY;Buðday (Diðer) Kuru;  34 532;  34 532;  13 053;   378;75;13.6;75;640;6.2;;;;;
2012;39;KIRKLARELÝ;5;PEHLÝVANKÖY;Buðday (Diðer) Sulu;  6 997;  6 997;  3 401;   486;75;13.6;75;640;6.2;;;;;
2012;39;KIRKLARELÝ;6;PINARHÝSAR;Buðday (Durum) Kuru;;;;   378;230;13.5;76;650;6.1;;;;;
2012;39;KIRKLARELÝ;6;PINARHÝSAR;Buðday (Durum) Sulu;;;;   450;230;13.5;76;650;6.1;;;;;
2012;39;KIRKLARELÝ;6;PINARHÝSAR;Buðday (Diðer) Kuru;  68 614;  68 614;  25 936;   378;230;13.5;76;650;6.1;;;;;
2012;39;KIRKLARELÝ;6;PINARHÝSAR;Buðday (Diðer) Sulu;   ;   ;   ;   450;230;13.5;76;650;6.1;;;;;
2012;39;KIRKLARELÝ;7;VÝZE;Buðday (Durum) Kuru;;;;   378;200;13.4;76;650;6.1;;;;;
2012;39;KIRKLARELÝ;7;VÝZE;Buðday (Durum) Sulu;;;;   540;200;13.4;76;650;6.1;;;;;
2012;39;KIRKLARELÝ;7;VÝZE;Buðday (Diðer) Kuru;  97 504;  97 504;  36 857;   378;200;13.4;76;650;6.1;;;;;
2012;39;KIRKLARELÝ;7;VÝZE;Buðday (Diðer) Sulu;   903;   903;   488;   540;200;13.4;76;650;6.1;;;;;
2012;40;KIRÞEHÝR;0;MERKEZ;Buðday (Durum) Kuru;  5 888;  5 888;  1 148;   195;985;11.0;60;430;7.0;;;;;
2012;40;KIRÞEHÝR;0;MERKEZ;Buðday (Durum) Sulu;  1 963;  1 963;   628;   320;985;11.0;60;430;7.0;;;;;
2012;40;KIRÞEHÝR;0;MERKEZ;Buðday (Diðer) Kuru;  98 132;  98 132;  19 626;   200;985;11.0;60;430;7.0;;;;;
2012;40;KIRÞEHÝR;0;MERKEZ;Buðday (Diðer) Sulu;  44 159;  44 159;  14 131;   320;985;11.0;60;430;7.0;;;;;
2012;40;KIRÞEHÝR;1;AKÇAKENT;Buðday (Durum) Kuru;;;;   175;1250;10.0;62;440;6.8;;;;;
2012;40;KIRÞEHÝR;1;AKÇAKENT;Buðday (Durum) Sulu;;;;   320;1250;10.0;62;440;6.8;;;;;
2012;40;KIRÞEHÝR;1;AKÇAKENT;Buðday (Diðer) Kuru;  63 982;  63 982;  11 197;   175;1250;10.0;62;440;6.8;;;;;
2012;40;KIRÞEHÝR;1;AKÇAKENT;Buðday (Diðer) Sulu;  2 748;  2 748;   879;   320;1250;10.0;62;440;6.8;;;;;
2012;40;KIRÞEHÝR;2;AKPINAR;Buðday (Durum) Kuru;  1 963;  1 963;   412;   210;1180;10.2;61;435;6.9;;;;;
2012;40;KIRÞEHÝR;2;AKPINAR;Buðday (Durum) Sulu;   ;   ;   ;   355;1180;10.2;61;435;6.9;;;;;
2012;40;KIRÞEHÝR;2;AKPINAR;Buðday (Diðer) Kuru;  54 463;  54 463;  11 437;   210;1180;10.2;61;435;6.9;;;;;
2012;40;KIRÞEHÝR;2;AKPINAR;Buðday (Diðer) Sulu;  4 416;  4 416;  1 568;   355;1180;10.2;61;435;6.9;;;;;
2012;40;KIRÞEHÝR;3;BOZTEPE;Buðday (Durum) Kuru;   834;   834;   183;   220;1075;10.5;60;430;6.9;;;;;
2012;40;KIRÞEHÝR;3;BOZTEPE;Buðday (Durum) Sulu;   16;   16;   6;   380;1075;10.5;60;430;6.9;;;;;
2012;40;KIRÞEHÝR;3;BOZTEPE;Buðday (Diðer) Kuru;  210 983;  210 983;  46 416;   220;1075;10.5;60;430;6.9;;;;;
2012;40;KIRÞEHÝR;3;BOZTEPE;Buðday (Diðer) Sulu;   196;   196;   74;   380;1075;10.5;60;430;6.9;;;;;
2012;40;KIRÞEHÝR;4;ÇÝÇEKDAÐI;Buðday (Durum) Kuru;;;;   222;1300;9.8;63;450;6.7;;;;;
2012;40;KIRÞEHÝR;4;ÇÝÇEKDAÐI;Buðday (Durum) Sulu;;;;   320;1300;9.8;63;450;6.7;;;;;
2012;40;KIRÞEHÝR;4;ÇÝÇEKDAÐI;Buðday (Diðer) Kuru;  254 161;  254 161;  56 424;   222;1300;9.8;63;450;6.7;;;;;
2012;40;KIRÞEHÝR;4;ÇÝÇEKDAÐI;Buðday (Diðer) Sulu;  19 136;  19 136;  6 124;   320;1300;9.8;63;450;6.7;;;;;
2012;40;KIRÞEHÝR;5;KAMAN;Buðday (Durum) Kuru;  4 748;  4 748;   950;   200;940;11.2;61;425;7.1;;;;;
2012;40;KIRÞEHÝR;5;KAMAN;Buðday (Durum) Sulu;   296;   296;   105;   355;940;11.2;61;425;7.1;;;;;
2012;40;KIRÞEHÝR;5;KAMAN;Buðday (Diðer) Kuru;  107 131;  107 131;  22 498;   210;940;11.2;61;425;7.1;;;;;
2012;40;KIRÞEHÝR;5;KAMAN;Buðday (Diðer) Sulu;  6 701;  6 701;  2 379;   355;940;11.2;61;425;7.1;;;;;
2012;40;KIRÞEHÝR;6;MUCUR;Buðday (Durum) Kuru;  15 701;  15 701;  3 140;   200;1100;10.6;60;430;7.0;;;;;
2012;40;KIRÞEHÝR;6;MUCUR;Buðday (Durum) Sulu;  3 925;  3 925;  1 374;   350;1100;10.6;60;430;7.0;;;;;
2012;40;KIRÞEHÝR;6;MUCUR;Buðday (Diðer) Kuru;  186 450;  186 450;  41 019;   220;1100;10.6;60;430;7.0;;;;;
2012;40;KIRÞEHÝR;6;MUCUR;Buðday (Diðer) Sulu;  9 813;  9 813;  3 729;   380;1100;10.6;60;430;7.0;;;;;
2012;41;KOCAELÝ;1;GEBZE;Buðday (Durum) Kuru;;;;   200;100;14.8;76;740;5.8;;;;;
2012;41;KOCAELÝ;1;GEBZE;Buðday (Durum) Sulu;;;;   350;100;14.8;76;740;5.8;;;;;
2012;41;KOCAELÝ;1;GEBZE;Buðday (Diðer) Kuru;  8 155;  8 155;  1 631;   200;100;14.8;76;740;5.8;;;;;
2012;41;KOCAELÝ;1;GEBZE;Buðday (Diðer) Sulu;   ;   ;   ;   350;100;14.8;76;740;5.8;;;;;
2012;41;KOCAELÝ;2;GÖLCÜK;Buðday (Durum) Kuru;   ;   ;   ;   260;10;15.0;78;750;5.7;;;;;
2012;41;KOCAELÝ;2;GÖLCÜK;Buðday (Durum) Sulu;   ;   ;   ;   380;10;15.0;78;750;5.7;;;;;
2012;41;KOCAELÝ;2;GÖLCÜK;Buðday (Diðer) Kuru;   990;   990;   257;   260;10;15.0;78;750;5.7;;;;;
2012;41;KOCAELÝ;2;GÖLCÜK;Buðday (Diðer) Sulu;   ;   ;   ;   380;10;15.0;78;750;5.7;;;;;
2012;41;KOCAELÝ;3;KANDIRA;Buðday (Durum) Kuru;;;;   230;90;14.5;75;760;5.9;;;;;
2012;41;KOCAELÝ;3;KANDIRA;Buðday (Durum) Sulu;;;;   360;90;14.5;75;760;5.9;;;;;
2012;41;KOCAELÝ;3;KANDIRA;Buðday (Diðer) Kuru;  141 309;  141 309;  32 501;   230;90;14.5;75;760;5.9;;;;;
2012;41;KOCAELÝ;3;KANDIRA;Buðday (Diðer) Sulu;   ;   ;   ;   360;90;14.5;75;760;5.9;;;;;
2012;41;KOCAELÝ;4;KARAMÜRSEL;Buðday (Durum) Kuru;   ;   ;   ;   230;30;15.2;77;730;5.8;;;;;
2012;41;KOCAELÝ;4;KARAMÜRSEL;Buðday (Durum) Sulu;   ;   ;   ;   370;30;15.2;77;730;5.8;;;;;
2012;41;KOCAELÝ;4;KARAMÜRSEL;Buðday (Diðer) Kuru;  11 776;  11 776;  2 708;   230;30;15.2;77;730;5.8;;;;;
2012;41;KOCAELÝ;4;KARAMÜRSEL;Buðday (Diðer) Sulu;   981;   981;   363;   370;30;15.2;77;730;5.8;;;;;
2012;41;KOCAELÝ;5;KÖRFEZ;Buðday (Durum) Kuru;   ;   ;   ;   230;25;15.1;76;740;5.8;;;;;
2012;41;KOCAELÝ;5;KÖRFEZ;Buðday (Durum) Sulu;   ;   ;   ;   370;25;15.1;76;740;5.8;;;;;
2012;41;KOCAELÝ;5;KÖRFEZ;Buðday (Diðer) Kuru;  18 154;  18 154;  4 175;   230;25;15.1;76;740;5.8;;;;;
2012;41;KOCAELÝ;5;KÖRFEZ;Buðday (Diðer) Sulu;   ;   ;   ;   370;25;15.1;76;740;5.8;;;;;
2012;41;KOCAELÝ;6;DERÝNCE;Buðday (Durum) Kuru;;;;   250;50;14.9;76;735;5.8;;;;;
2012;41;KOCAELÝ;6;DERÝNCE;Buðday (Durum) Sulu;;;;   370;50;14.9;76;735;5.8;;;;;
2012;41;KOCAELÝ;6;DERÝNCE;Buðday (Diðer) Kuru;  11 776;  11 776;  2 944;   250;50;14.9;76;735;5.8;;;;;
2012;41;KOCAELÝ;6;DERÝNCE;Buðday (Diðer) Sulu;   ;   ;   ;   370;50;14.9;76;735;5.8;;;;;
2012;41;KOCAELÝ;7;BAÞÝSKELE;Buðday (Durum) Kuru;   ;   ;   ;   255;60;15.0;76;740;5.8;;;;;
2012;41;KOCAELÝ;7;BAÞÝSKELE;Buðday (Durum) Sulu;   ;   ;   ;   390;60;15.0;76;740;5.8;;;;;
2012;41;KOCAELÝ;7;BAÞÝSKELE;Buðday (Diðer) Kuru;  7 122;  7 122;  1 816;   255;60;15.0;76;740;5.8;;;;;
2012;41;KOCAELÝ;7;BAÞÝSKELE;Buðday (Diðer) Sulu;   ;   ;   ;   390;60;15.0;76;740;5.8;;;;;
2012;41;KOCAELÝ;8;ÇAYIROVA;Buðday (Durum) Kuru;   ;   ;   ;   250;45;14.7;75;740;5.8;;;;;
2012;41;KOCAELÝ;8;ÇAYIROVA;Buðday (Durum) Sulu;   ;   ;   ;   370;45;14.7;75;740;5.8;;;;;
2012;41;KOCAELÝ;8;ÇAYIROVA;Buðday (Diðer) Kuru;   ;   ;   ;   250;45;14.7;75;740;5.8;;;;;
2012;41;KOCAELÝ;8;ÇAYIROVA;Buðday (Diðer) Sulu;   ;   ;   ;   370;45;14.7;75;740;5.8;;;;;
2012;41;KOCAELÝ;9;DARICA;Buðday (Durum) Kuru;;;;   250;10;14.9;76;745;5.8;;;;;
2012;41;KOCAELÝ;9;DARICA;Buðday (Durum) Sulu;;;;   370;10;14.9;76;745;5.8;;;;;
2012;41;KOCAELÝ;9;DARICA;Buðday (Diðer) Kuru;   ;   ;   ;   250;10;14.9;76;745;5.8;;;;;
2012;41;KOCAELÝ;9;DARICA;Buðday (Diðer) Sulu;   ;   ;   ;   370;10;14.9;76;745;5.8;;;;;
2012;41;KOCAELÝ;10;DÝLOVASI;Buðday (Durum) Kuru;;;;   250;65;14.8;75;735;5.8;;;;;
2012;41;KOCAELÝ;10;DÝLOVASI;Buðday (Durum) Sulu;;;;   370;65;14.8;75;735;5.8;;;;;
2012;41;KOCAELÝ;10;DÝLOVASI;Buðday (Diðer) Kuru;   ;   ;   ;   250;65;14.8;75;735;5.8;;;;;
2012;41;KOCAELÝ;10;DÝLOVASI;Buðday (Diðer) Sulu;   ;   ;   ;   370;65;14.8;75;735;5.8;;;;;
2012;41;KOCAELÝ;11;ÝZMÝT;Buðday (Durum) Kuru;   ;   ;   ;   200;20;14.6;77;750;5.7;;;;;
2012;41;KOCAELÝ;11;ÝZMÝT;Buðday (Durum) Sulu;   ;   ;   ;   350;20;14.6;77;750;5.7;;;;;
2012;41;KOCAELÝ;11;ÝZMÝT;Buðday (Diðer) Kuru;  14 720;  14 720;  2 944;   200;20;14.6;77;750;5.7;;;;;
2012;41;KOCAELÝ;11;ÝZMÝT;Buðday (Diðer) Sulu;   ;   ;   ;   350;20;14.6;77;750;5.7;;;;;
2012;41;KOCAELÝ;12;KARTEPE;Buðday (Durum) Kuru;   ;   ;   ;   250;15;14.7;76;740;5.8;;;;;
2012;41;KOCAELÝ;12;KARTEPE;Buðday (Durum) Sulu;   ;   ;   ;   370;15;14.7;76;740;5.8;;;;;
2012;41;KOCAELÝ;12;KARTEPE;Buðday (Diðer) Kuru;  12 266;  12 266;  3 067;   250;15;14.7;76;740;5.8;;;;;
2012;41;KOCAELÝ;12;KARTEPE;Buðday (Diðer) Sulu;   ;   ;   ;   370;15;14.7;76;740;5.8;;;;;
2012;42;KONYA;1;KARATAY;Buðday (Durum) Kuru;  20 313;  20 313;  4 063;   200;1016;12.1;58;330;7.2;;;;;
2012;42;KONYA;1;KARATAY;Buðday (Durum) Sulu;  20 313;  20 313;  8 328;   410;1016;12.1;58;330;7.2;;;;;
2012;42;KONYA;1;KARATAY;Buðday (Diðer) Kuru;  370 000;  370 000;  74 000;   200;1016;12.1;58;330;7.2;;;;;
2012;42;KONYA;1;KARATAY;Buðday (Diðer) Sulu;  54 169;  54 169;  23 401;   432;1016;12.1;58;330;7.2;;;;;
2012;42;KONYA;2;MERAM;Buðday (Durum) Kuru;  39 724;  39 724;  8 620;   217;1020;12.0;59;335;7.1;;;;;
2012;42;KONYA;2;MERAM;Buðday (Durum) Sulu;  45 141;  45 141;  16 928;   375;1020;12.0;59;335;7.1;;;;;
2012;42;KONYA;2;MERAM;Buðday (Diðer) Kuru;  14 011;  14 011;  3 223;   230;1020;12.0;59;335;7.1;;;;;
2012;42;KONYA;2;MERAM;Buðday (Diðer) Sulu;  65 989;  65 989;  26 396;   400;1020;12.0;59;335;7.1;;;;;
2012;42;KONYA;3;SELÇUKLU;Buðday (Durum) Kuru;  36 112;  36 112;  7 222;   200;1015;12.2;57;328;7.3;;;;;
2012;42;KONYA;3;SELÇUKLU;Buðday (Durum) Sulu;  18 056;  18 056;  7 457;   413;1015;12.2;57;328;7.3;;;;;
2012;42;KONYA;3;SELÇUKLU;Buðday (Diðer) Kuru;  102 018;  102 018;  20 404;   200;1015;12.2;57;328;7.3;;;;;
2012;42;KONYA;3;SELÇUKLU;Buðday (Diðer) Sulu;  34 307;  34 307;  14 821;   432;1015;12.2;57;328;7.3;;;;;
2012;42;KONYA;4;AHIRLI;Buðday (Durum) Kuru;  17 548;  17 548;  3 404;   194;1100;11.0;60;340;6.8;;;;;
2012;42;KONYA;4;AHIRLI;Buðday (Durum) Sulu;  1 806;  1 806;   740;   410;1100;11.0;60;340;6.8;;;;;
2012;42;KONYA;4;AHIRLI;Buðday (Diðer) Kuru;  2 708;  2 708;   596;   220;1100;11.0;60;340;6.8;;;;;
2012;42;KONYA;4;AHIRLI;Buðday (Diðer) Sulu;   451;   451;   203;   450;1100;11.0;60;340;6.8;;;;;
2012;42;KONYA;5;AKÖREN;Buðday (Durum) Kuru;  23 473;  23 473;  1 760;   75;1085;11.3;59;345;6.9;;;;;
2012;42;KONYA;5;AKÖREN;Buðday (Durum) Sulu;   903;   903;   144;   160;1085;11.3;59;345;6.9;;;;;
2012;42;KONYA;5;AKÖREN;Buðday (Diðer) Kuru;  58 683;  58 683;  4 401;   75;1085;11.3;59;345;6.9;;;;;
2012;42;KONYA;5;AKÖREN;Buðday (Diðer) Sulu;  7 222;  7 222;  1 156;   160;1085;11.3;59;345;6.9;;;;;
2012;42;KONYA;6;AKÞEHÝR;Buðday (Durum) Kuru;  14 445;  14 445;  3 106;   215;1100;11.5;58;350;7.0;;;;;
2012;42;KONYA;6;AKÞEHÝR;Buðday (Durum) Sulu;  5 959;  5 959;  2 264;   380;1100;11.5;58;350;7.0;;;;;
2012;42;KONYA;6;AKÞEHÝR;Buðday (Diðer) Kuru;  78 000;  78 000;  17 706;   227;1100;11.5;58;350;7.0;;;;;
2012;42;KONYA;6;AKÞEHÝR;Buðday (Diðer) Sulu;  21 667;  21 667;  8 883;   410;1100;11.5;58;350;7.0;;;;;
2012;42;KONYA;7;ALTINEKÝN;Buðday (Durum) Kuru;  18 056;  18 056;  3 792;   210;1040;11.8;57;335;7.2;;;;;
2012;42;KONYA;7;ALTINEKÝN;Buðday (Durum) Sulu;  40 626;  40 626;  16 250;   400;1040;11.8;57;335;7.2;;;;;
2012;42;KONYA;7;ALTINEKÝN;Buðday (Diðer) Kuru;  63 197;  63 197;  13 651;   216;1040;11.8;57;335;7.2;;;;;
2012;42;KONYA;7;ALTINEKÝN;Buðday (Diðer) Sulu;  185 000;  185 000;  79 920;   432;1040;11.8;57;335;7.2;;;;;
2012;42;KONYA;8;BEYÞEHÝR;Buðday (Durum) Kuru;  126 393;  126 393;  26 543;   210;1125;11.2;59;350;7.1;;;;;
2012;42;KONYA;8;BEYÞEHÝR;Buðday (Durum) Sulu;  36 112;  36 112;  14 806;   410;1125;11.2;59;350;7.1;;;;;
2012;42;KONYA;8;BEYÞEHÝR;Buðday (Diðer) Kuru;  15 000;  15 000;  3 405;   227;1125;11.2;59;350;7.1;;;;;
2012;42;KONYA;8;BEYÞEHÝR;Buðday (Diðer) Sulu;  14 500;  14 500;  5 945;   410;1125;11.2;59;350;7.1;;;;;
2012;42;KONYA;9;BOZKIR;Buðday (Durum) Kuru;  4 063;  4 063;   772;   190;1120;11.0;60;345;6.9;;;;;
2012;42;KONYA;9;BOZKIR;Buðday (Durum) Sulu;   45;   45;   18;   410;1120;11.0;60;345;6.9;;;;;
2012;42;KONYA;9;BOZKIR;Buðday (Diðer) Kuru;  29 341;  29 341;  5 575;   190;1120;11.0;60;345;6.9;;;;;
2012;42;KONYA;9;BOZKIR;Buðday (Diðer) Sulu;   45;   45;   20;   450;1120;11.0;60;345;6.9;;;;;
2012;42;KONYA;10;CÝHANBEYLÝ;Buðday (Durum) Kuru;  7 222;  7 222;  1 444;   200;980;12.0;57;320;7.3;;;;;
2012;42;KONYA;10;CÝHANBEYLÝ;Buðday (Durum) Sulu;  13 542;  13 542;  5 688;   420;980;12.0;57;320;7.3;;;;;
2012;42;KONYA;10;CÝHANBEYLÝ;Buðday (Diðer) Kuru;  680 000;  680 000;  149 600;   220;980;12.0;57;320;7.3;;;;;
2012;42;KONYA;10;CÝHANBEYLÝ;Buðday (Diðer) Sulu;  76 739;  76 739;  35 300;   460;980;12.0;57;320;7.3;;;;;
2012;42;KONYA;11;ÇELTÝK;Buðday (Durum) Kuru;  27 084;  27 084;  5 417;   200;930;12.1;56;315;7.4;;;;;
2012;42;KONYA;11;ÇELTÝK;Buðday (Durum) Sulu;  9 028;  9 028;  3 566;   395;930;12.1;56;315;7.4;;;;;
2012;42;KONYA;11;ÇELTÝK;Buðday (Diðer) Kuru;  148 000;  148 000;  33 300;   225;930;12.1;56;315;7.4;;;;;
2012;42;KONYA;11;ÇELTÝK;Buðday (Diðer) Sulu;  52 000;  52 000;  23 400;   450;930;12.1;56;315;7.4;;;;;
2012;42;KONYA;12;ÇUMRA;Buðday (Durum) Kuru;  99 309;  99 309;  11 421;   115;1010;11.9;58;325;7.3;;;;;
2012;42;KONYA;12;ÇUMRA;Buðday (Durum) Sulu;  45 141;  45 141;  19 411;   430;1010;11.9;58;325;7.3;;;;;
2012;42;KONYA;12;ÇUMRA;Buðday (Diðer) Kuru;  99 309;  99 309;  11 917;   120;1010;11.9;58;325;7.3;;;;;
2012;42;KONYA;12;ÇUMRA;Buðday (Diðer) Sulu;  45 141;  45 141;  20 945;   464;1010;11.9;58;325;7.3;;;;;
2012;42;KONYA;13;DERBENT;Buðday (Durum) Kuru;  1 806;  1 806;   430;   238;1385;10.2;61;350;6.8;;;;;
2012;42;KONYA;13;DERBENT;Buðday (Durum) Sulu;   903;   903;   271;   300;1385;10.2;61;350;6.8;;;;;
2012;42;KONYA;13;DERBENT;Buðday (Diðer) Kuru;  24 000;  24 000;  5 712;   238;1385;10.2;61;350;6.8;;;;;
2012;42;KONYA;13;DERBENT;Buðday (Diðer) Sulu;  4 514;  4 514;  1 354;   300;1385;10.2;61;350;6.8;;;;;
2012;42;KONYA;14;DEREBUCAK;Buðday (Durum) Kuru;  8 000;  7 222;  1 481;   205;1300;10.5;60;345;6.9;;;;;
2012;42;KONYA;14;DEREBUCAK;Buðday (Durum) Sulu;  1 500;   451;   195;   432;1300;10.5;60;345;6.9;;;;;
2012;42;KONYA;14;DEREBUCAK;Buðday (Diðer) Kuru;   200;   200;   46;   230;1300;10.5;60;345;6.9;;;;;
2012;42;KONYA;14;DEREBUCAK;Buðday (Diðer) Sulu;   100;   100;   47;   465;1300;10.5;60;345;6.9;;;;;
2012;42;KONYA;15;DOÐANHÝSAR;Buðday (Durum) Kuru;  29 793;  29 793;  5 959;   200;1260;10.8;61;340;6.8;;;;;
2012;42;KONYA;15;DOÐANHÝSAR;Buðday (Durum) Sulu;  3 611;  3 611;  1 271;   352;1260;10.8;61;340;6.8;;;;;
2012;42;KONYA;15;DOÐANHÝSAR;Buðday (Diðer) Kuru;  37 837;  37 837;  8 324;   220;1260;10.8;61;340;6.8;;;;;
2012;42;KONYA;15;DOÐANHÝSAR;Buðday (Diðer) Sulu;  3 611;  3 611;  1 286;   356;1260;10.8;61;340;6.8;;;;;
2012;42;KONYA;16;EMÝRGAZÝ;Buðday (Durum) Kuru;  3 431;  3 431;   412;   120;990;11.8;57;325;7.3;;;;;
2012;42;KONYA;16;EMÝRGAZÝ;Buðday (Durum) Sulu;   181;   181;   58;   320;990;11.8;57;325;7.3;;;;;
2012;42;KONYA;16;EMÝRGAZÝ;Buðday (Diðer) Kuru;  185 000;  185 000;  22 200;   120;990;11.8;57;325;7.3;;;;;
2012;42;KONYA;16;EMÝRGAZÝ;Buðday (Diðer) Sulu;  12 912;  12 912;  4 132;   320;990;11.8;57;325;7.3;;;;;
2012;42;KONYA;17;EREÐLÝ;Buðday (Durum) Kuru;  9 028;  9 028;  1 833;   203;1050;12.2;58;340;7.2;;;;;
2012;42;KONYA;17;EREÐLÝ;Buðday (Durum) Sulu;  45 141;  45 141;  18 959;   420;1050;12.2;58;340;7.2;;;;;
2012;42;KONYA;17;EREÐLÝ;Buðday (Diðer) Kuru;  57 000;  57 000;  12 939;   227;1050;12.2;58;340;7.2;;;;;
2012;42;KONYA;17;EREÐLÝ;Buðday (Diðer) Sulu;  54 169;  54 169;  24 593;   454;1050;12.2;58;340;7.2;;;;;
2012;42;KONYA;18;GÜNEYSINIR;Buðday (Durum) Kuru;  36 112;  36 112;  7 295;   202;1220;11.1;59;335;7.0;;;;;
2012;42;KONYA;18;GÜNEYSINIR;Buðday (Durum) Sulu;  1 806;  1 806;   636;   352;1220;11.1;59;335;7.0;;;;;
2012;42;KONYA;18;GÜNEYSINIR;Buðday (Diðer) Kuru;  22 119;  22 119;  4 534;   205;1220;11.1;59;335;7.0;;;;;
2012;42;KONYA;18;GÜNEYSINIR;Buðday (Diðer) Sulu;  3 160;  3 160;  1 125;   356;1220;11.1;59;335;7.0;;;;;
2012;42;KONYA;19;HADÝM;Buðday (Durum) Kuru;   68;   68;   16;   238;1250;10.8;60;340;6.8;;;;;
2012;42;KONYA;19;HADÝM;Buðday (Durum) Sulu;   ;   ;   ;   375;1250;10.8;60;340;6.8;;;;;
2012;42;KONYA;19;HADÝM;Buðday (Diðer) Kuru;  4 649;  4 649;  1 106;   238;1250;10.8;60;340;6.8;;;;;
2012;42;KONYA;19;HADÝM;Buðday (Diðer) Sulu;   ;   ;   ;   375;1250;10.8;60;340;6.8;;;;;
2012;42;KONYA;20;HALKAPINAR;Buðday (Durum) Kuru;   456;   456;   113;   248;1180;11.0;58;330;7.0;;;;;
2012;42;KONYA;20;HALKAPINAR;Buðday (Durum) Sulu;  1 264;  1 264;   546;   432;1180;11.0;58;330;7.0;;;;;
2012;42;KONYA;20;HALKAPINAR;Buðday (Diðer) Kuru;   542;   542;   134;   248;1180;11.0;58;330;7.0;;;;;
2012;42;KONYA;20;HALKAPINAR;Buðday (Diðer) Sulu;  4 875;  4 875;  2 106;   432;1180;11.0;58;330;7.0;;;;;
2012;42;KONYA;21;HÜYÜK;Buðday (Durum) Kuru;  37 918;  37 918;  8 190;   216;1150;11.4;59;340;7.1;;;;;
2012;42;KONYA;21;HÜYÜK;Buðday (Durum) Sulu;  7 674;  7 674;  3 031;   395;1150;11.4;59;340;7.1;;;;;
2012;42;KONYA;21;HÜYÜK;Buðday (Diðer) Kuru;  15 348;  15 348;  3 484;   227;1150;11.4;59;340;7.1;;;;;
