İl Adı,İlce Kodu,İlce Adı,Ürün Adı,Verim (Kg/Dekar)
BİTLİS,5,MUTKİ,Buğday (Diğer) Sulu,   270
BİTLİS,6,TATVAN,Buğday (Durum) Kuru,   130
BİTLİS,6,TATVAN,Buğday (Durum) Sulu,   270
BİTLİS,6,TATVAN,Buğday (Diğer) Kuru,   130
BİTLİS,6,TATVAN,Buğday (Diğer) Sulu,   270
BOLU,0,MERKEZ,Buğday (Durum) Kuru,   250
BOLU,0,MERKEZ,Buğday (Durum) Sulu,   400
BOLU,0,MERKEZ,Buğday (Diğer) Kuru,   250
BOLU,0,MERKEZ,Buğday (Diğer) Sulu,   400
BOLU,1,DÖRTDİVAN,Buğday (Durum) Kuru,   230
BOLU,1,DÖRTDİVAN,Buğday (Durum) Sulu,   270
BOLU,1,DÖRTDİVAN,Buğday (Diğer) Kuru,   230
BOLU,1,DÖRTDİVAN,Buğday (Diğer) Sulu,   270
BOLU,2,GEREDE,Buğday (Durum) Kuru,   180
BOLU,2,GEREDE,Buğday (Durum) Sulu,   270
BOLU,2,GEREDE,Buğday (Diğer) Kuru,   180
BOLU,2,GEREDE,Buğday (Diğer) Sulu,   270
BOLU,3,GÖYNÜK,Buğday (Durum) Kuru,   230
BOLU,3,GÖYNÜK,Buğday (Durum) Sulu,   270
BOLU,3,GÖYNÜK,Buğday (Diğer) Kuru,   230
BOLU,3,GÖYNÜK,Buğday (Diğer) Sulu,   270
BOLU,4,KIBRISCIK,Buğday (Durum) Kuru,   185
BOLU,4,KIBRISCIK,Buğday (Durum) Sulu,   270
BOLU,4,KIBRISCIK,Buğday (Diğer) Kuru,   185
BOLU,4,KIBRISCIK,Buğday (Diğer) Sulu,   270
BOLU,5,MENGEN,Buğday (Durum) Kuru,   160
BOLU,5,MENGEN,Buğday (Durum) Sulu,   270
BOLU,5,MENGEN,Buğday (Diğer) Kuru,   160
BOLU,5,MENGEN,Buğday (Diğer) Sulu,   270
BOLU,6,MUDURNU,Buğday (Durum) Kuru,   250
BOLU,6,MUDURNU,Buğday (Durum) Sulu,   300
BOLU,6,MUDURNU,Buğday (Diğer) Kuru,   250
BOLU,6,MUDURNU,Buğday (Diğer) Sulu,   300
BOLU,7,SEBEN,Buğday (Durum) Kuru,   220
BOLU,7,SEBEN,Buğday (Durum) Sulu,   270
BOLU,7,SEBEN,Buğday (Diğer) Kuru,   220
BOLU,7,SEBEN,Buğday (Diğer) Sulu,   270
BOLU,8,YENİÇAĞA,Buğday (Durum) Kuru,   220
BOLU,8,YENİÇAĞA,Buğday (Durum) Sulu,   270
BOLU,8,YENİÇAĞA,Buğday (Diğer) Kuru,   220
BOLU,8,YENİÇAĞA,Buğday (Diğer) Sulu,   270
BURDUR,0,MERKEZ,Buğday (Durum) Kuru,   200
BURDUR,0,MERKEZ,Buğday (Durum) Sulu,   320
BURDUR,0,MERKEZ,Buğday (Diğer) Kuru,   200
BURDUR,0,MERKEZ,Buğday (Diğer) Sulu,   330
BURDUR,1,AĞLASUN,Buğday (Durum) Kuru,   140
BURDUR,1,AĞLASUN,Buğday (Durum) Sulu,   360
BURDUR,1,AĞLASUN,Buğday (Diğer) Kuru,   140
BURDUR,1,AĞLASUN,Buğday (Diğer) Sulu,   360
BURDUR,2,ALTINYAYLA,Buğday (Durum) Kuru,   180
BURDUR,2,ALTINYAYLA,Buğday (Durum) Sulu,   330
BURDUR,2,ALTINYAYLA,Buğday (Diğer) Kuru,   180
BURDUR,2,ALTINYAYLA,Buğday (Diğer) Sulu,   300
BURDUR,3,BUCAK,Buğday (Durum) Kuru,   285
BURDUR,3,BUCAK,Buğday (Durum) Sulu,   395
BURDUR,3,BUCAK,Buğday (Diğer) Kuru,   290
BURDUR,3,BUCAK,Buğday (Diğer) Sulu,   420
BURDUR,4,ÇAVDIR,Buğday (Durum) Kuru,   150
BURDUR,4,ÇAVDIR,Buğday (Durum) Sulu,   300
BURDUR,4,ÇAVDIR,Buğday (Diğer) Kuru,   150
BURDUR,4,ÇAVDIR,Buğday (Diğer) Sulu,   320
BURDUR,5,ÇELTİKÇİ,Buğday (Durum) Kuru,   185
BURDUR,5,ÇELTİKÇİ,Buğday (Durum) Sulu,   210
BURDUR,5,ÇELTİKÇİ,Buğday (Diğer) Kuru,   190
BURDUR,5,ÇELTİKÇİ,Buğday (Diğer) Sulu,   210
BURDUR,6,GÖLHİSAR,Buğday (Durum) Kuru,   185
BURDUR,6,GÖLHİSAR,Buğday (Durum) Sulu,   335
BURDUR,6,GÖLHİSAR,Buğday (Diğer) Kuru,   190
BURDUR,6,GÖLHİSAR,Buğday (Diğer) Sulu,   340
BURDUR,7,KARAMANLI,Buğday (Durum) Kuru,   170
BURDUR,7,KARAMANLI,Buğday (Durum) Sulu,   360
BURDUR,7,KARAMANLI,Buğday (Diğer) Kuru,   150
BURDUR,7,KARAMANLI,Buğday (Diğer) Sulu,   320
BURDUR,8,KEMER,Buğday (Durum) Kuru,   190
BURDUR,8,KEMER,Buğday (Durum) Sulu,   300
BURDUR,8,KEMER,Buğday (Diğer) Kuru,   190
BURDUR,8,KEMER,Buğday (Diğer) Sulu,   300
BURDUR,9,TEFENNİ,Buğday (Durum) Kuru,   195
BURDUR,9,TEFENNİ,Buğday (Durum) Sulu,   325
BURDUR,9,TEFENNİ,Buğday (Diğer) Kuru,   210
BURDUR,9,TEFENNİ,Buğday (Diğer) Sulu,   330
BURDUR,10,YEŞİLOVA,Buğday (Durum) Kuru,   190
BURDUR,10,YEŞİLOVA,Buğday (Durum) Sulu,   300
BURDUR,10,YEŞİLOVA,Buğday (Diğer) Kuru,   190
BURDUR,10,YEŞİLOVA,Buğday (Diğer) Sulu,   320
BURSA,1,NİLÜFER,Buğday (Durum) Kuru,   260
BURSA,1,NİLÜFER,Buğday (Durum) Sulu,   360
BURSA,1,NİLÜFER,Buğday (Diğer) Kuru,   260
BURSA,1,NİLÜFER,Buğday (Diğer) Sulu,   360
BURSA,2,OSMANGAZİ,Buğday (Durum) Kuru,   255
BURSA,2,OSMANGAZİ,Buğday (Durum) Sulu,   360
BURSA,2,OSMANGAZİ,Buğday (Diğer) Kuru,   255
BURSA,2,OSMANGAZİ,Buğday (Diğer) Sulu,   360
BURSA,4,BÜYÜKORHAN,Buğday (Durum) Kuru,   210
BURSA,4,BÜYÜKORHAN,Buğday (Durum) Sulu,   310
BURSA,4,BÜYÜKORHAN,Buğday (Diğer) Kuru,   210
BURSA,4,BÜYÜKORHAN,Buğday (Diğer) Sulu,   310
BURSA,5,GEMLİK,Buğday (Durum) Kuru,   260
BURSA,5,GEMLİK,Buğday (Durum) Sulu,   380
BURSA,5,GEMLİK,Buğday (Diğer) Kuru,   260
BURSA,5,GEMLİK,Buğday (Diğer) Sulu,   380
BURSA,6,GÜRSU,Buğday (Durum) Kuru,   220
BURSA,6,GÜRSU,Buğday (Durum) Sulu,   350
BURSA,6,GÜRSU,Buğday (Diğer) Kuru,   220
BURSA,6,GÜRSU,Buğday (Diğer) Sulu,   350
BURSA,7,HARMANCIK,Buğday (Durum) Kuru,   170
BURSA,7,HARMANCIK,Buğday (Durum) Sulu,   270
BURSA,7,HARMANCIK,Buğday (Diğer) Kuru,   170
BURSA,7,HARMANCIK,Buğday (Diğer) Sulu,   280
BURSA,8,İNEGÖL,Buğday (Durum) Kuru,   290
BURSA,8,İNEGÖL,Buğday (Durum) Sulu,   480
BURSA,8,İNEGÖL,Buğday (Diğer) Kuru,   290
BURSA,8,İNEGÖL,Buğday (Diğer) Sulu,   480
BURSA,9,İZNİK,Buğday (Durum) Kuru,   240
BURSA,9,İZNİK,Buğday (Durum) Sulu,   350
BURSA,9,İZNİK,Buğday (Diğer) Kuru,   240
BURSA,9,İZNİK,Buğday (Diğer) Sulu,   350
BURSA,10,KARACABEY,Buğday (Durum) Kuru,   250
BURSA,10,KARACABEY,Buğday (Durum) Sulu,   400
BURSA,10,KARACABEY,Buğday (Diğer) Kuru,   250
BURSA,10,KARACABEY,Buğday (Diğer) Sulu,   400
BURSA,11,KELES,Buğday (Durum) Kuru,   200
BURSA,11,KELES,Buğday (Durum) Sulu,   360
BURSA,11,KELES,Buğday (Diğer) Kuru,   200
BURSA,11,KELES,Buğday (Diğer) Sulu,   360
BURSA,12,KESTEL,Buğday (Durum) Kuru,   230
BURSA,12,KESTEL,Buğday (Durum) Sulu,   450
BURSA,12,KESTEL,Buğday (Diğer) Kuru,   230
BURSA,12,KESTEL,Buğday (Diğer) Sulu,   450
BURSA,13,MUDANYA,Buğday (Durum) Kuru,   270
BURSA,13,MUDANYA,Buğday (Durum) Sulu,   460
BURSA,13,MUDANYA,Buğday (Diğer) Kuru,   270
BURSA,13,MUDANYA,Buğday (Diğer) Sulu,   460
BURSA,14,MUSTAFAKEMALPAŞA,Buğday (Durum) Kuru,   195
BURSA,14,MUSTAFAKEMALPAŞA,Buğday (Durum) Sulu,   450
BURSA,14,MUSTAFAKEMALPAŞA,Buğday (Diğer) Kuru,   200
BURSA,14,MUSTAFAKEMALPAŞA,Buğday (Diğer) Sulu,   430
BURSA,15,ORHANELİ,Buğday (Durum) Kuru,   260
BURSA,15,ORHANELİ,Buğday (Durum) Sulu,   370
BURSA,15,ORHANELİ,Buğday (Diğer) Kuru,   260
BURSA,15,ORHANELİ,Buğday (Diğer) Sulu,   370
BURSA,16,ORHANGAZİ,Buğday (Durum) Kuru,   260
BURSA,16,ORHANGAZİ,Buğday (Durum) Sulu,   370
BURSA,16,ORHANGAZİ,Buğday (Diğer) Kuru,   260
BURSA,16,ORHANGAZİ,Buğday (Diğer) Sulu,   370
BURSA,17,YENİŞEHİR,Buğday (Durum) Kuru,   270
BURSA,17,YENİŞEHİR,Buğday (Durum) Sulu,   455
BURSA,17,YENİŞEHİR,Buğday (Diğer) Kuru,   270
BURSA,17,YENİŞEHİR,Buğday (Diğer) Sulu,   455
ÇANAKKALE,0,MERKEZ,Buğday (Durum) Kuru,   330
ÇANAKKALE,0,MERKEZ,Buğday (Durum) Sulu,   500
ÇANAKKALE,0,MERKEZ,Buğday (Diğer) Kuru,   330
ÇANAKKALE,0,MERKEZ,Buğday (Diğer) Sulu,   500
ÇANAKKALE,1,AYVACIK,Buğday (Durum) Kuru,   330
ÇANAKKALE,1,AYVACIK,Buğday (Durum) Sulu,   490
ÇANAKKALE,1,AYVACIK,Buğday (Diğer) Kuru,   330
ÇANAKKALE,1,AYVACIK,Buğday (Diğer) Sulu,   490
ÇANAKKALE,2,BAYRAMİÇ,Buğday (Durum) Kuru,   330
ÇANAKKALE,2,BAYRAMİÇ,Buğday (Durum) Sulu,   480
ÇANAKKALE,2,BAYRAMİÇ,Buğday (Diğer) Kuru,   330
ÇANAKKALE,2,BAYRAMİÇ,Buğday (Diğer) Sulu,   480
ÇANAKKALE,3,BİGA,Buğday (Durum) Kuru,   330
ÇANAKKALE,3,BİGA,Buğday (Durum) Sulu,   500
ÇANAKKALE,3,BİGA,Buğday (Diğer) Kuru,   330
ÇANAKKALE,3,BİGA,Buğday (Diğer) Sulu,   500
ÇANAKKALE,4,BOZCAADA,Buğday (Durum) Kuru,   305
ÇANAKKALE,4,BOZCAADA,Buğday (Durum) Sulu,   480
ÇANAKKALE,4,BOZCAADA,Buğday (Diğer) Kuru,   305
ÇANAKKALE,4,BOZCAADA,Buğday (Diğer) Sulu,   480
ÇANAKKALE,5,ÇAN,Buğday (Durum) Kuru,   330
ÇANAKKALE,5,ÇAN,Buğday (Durum) Sulu,   480
ÇANAKKALE,5,ÇAN,Buğday (Diğer) Kuru,   330
ÇANAKKALE,5,ÇAN,Buğday (Diğer) Sulu,   480
ÇANAKKALE,6,ECEABAT,Buğday (Durum) Kuru,   335
ÇANAKKALE,6,ECEABAT,Buğday (Durum) Sulu,   550
ÇANAKKALE,6,ECEABAT,Buğday (Diğer) Kuru,   335
ÇANAKKALE,6,ECEABAT,Buğday (Diğer) Sulu,   550
ÇANAKKALE,7,EZİNE,Buğday (Durum) Kuru,   320
ÇANAKKALE,7,EZİNE,Buğday (Durum) Sulu,   500
ÇANAKKALE,7,EZİNE,Buğday (Diğer) Kuru,   320
ÇANAKKALE,7,EZİNE,Buğday (Diğer) Sulu,   500
ÇANAKKALE,8,GELİBOLU,Buğday (Durum) Kuru,   335
ÇANAKKALE,8,GELİBOLU,Buğday (Durum) Sulu,   541
ÇANAKKALE,8,GELİBOLU,Buğday (Diğer) Kuru,   335
ÇANAKKALE,8,GELİBOLU,Buğday (Diğer) Sulu,   541
ÇANAKKALE,9,GÖKÇEADA,Buğday (Durum) Kuru,   320
ÇANAKKALE,9,GÖKÇEADA,Buğday (Durum) Sulu,   480
ÇANAKKALE,9,GÖKÇEADA,Buğday (Diğer) Kuru,   320
ÇANAKKALE,9,GÖKÇEADA,Buğday (Diğer) Sulu,   480
ÇANAKKALE,10,LAPSEKİ,Buğday (Durum) Kuru,   330
ÇANAKKALE,10,LAPSEKİ,Buğday (Durum) Sulu,   500
ÇANAKKALE,10,LAPSEKİ,Buğday (Diğer) Kuru,   330
ÇANAKKALE,10,LAPSEKİ,Buğday (Diğer) Sulu,   500
ÇANAKKALE,11,YENİCE,Buğday (Durum) Kuru,   330
ÇANAKKALE,11,YENİCE,Buğday (Durum) Sulu,   480
ÇANAKKALE,11,YENİCE,Buğday (Diğer) Kuru,   330
ÇANAKKALE,11,YENİCE,Buğday (Diğer) Sulu,   480
ÇANKIRI,0,MERKEZ,Buğday (Durum) Kuru,   165
ÇANKIRI,0,MERKEZ,Buğday (Durum) Sulu,   300
ÇANKIRI,0,MERKEZ,Buğday (Diğer) Kuru,   185
ÇANKIRI,0,MERKEZ,Buğday (Diğer) Sulu,   340
ÇANKIRI,1,ATKARACALAR,Buğday (Durum) Kuru,   230
ÇANKIRI,1,ATKARACALAR,Buğday (Durum) Sulu,   380
ÇANKIRI,1,ATKARACALAR,Buğday (Diğer) Kuru,   240
ÇANKIRI,1,ATKARACALAR,Buğday (Diğer) Sulu,   390
ÇANKIRI,2,BAYRAMÖREN,Buğday (Durum) Kuru,   180
ÇANKIRI,2,BAYRAMÖREN,Buğday (Durum) Sulu,   300
ÇANKIRI,2,BAYRAMÖREN,Buğday (Diğer) Kuru,   190
ÇANKIRI,2,BAYRAMÖREN,Buğday (Diğer) Sulu,   300
ÇANKIRI,3,ÇERKEŞ,Buğday (Durum) Kuru,   210
ÇANKIRI,3,ÇERKEŞ,Buğday (Durum) Sulu,   300
ÇANKIRI,3,ÇERKEŞ,Buğday (Diğer) Kuru,   225
ÇANKIRI,3,ÇERKEŞ,Buğday (Diğer) Sulu,   300
ÇANKIRI,4,ELDİVAN,Buğday (Durum) Kuru,   170
ÇANKIRI,4,ELDİVAN,Buğday (Durum) Sulu,   295
ÇANKIRI,4,ELDİVAN,Buğday (Diğer) Kuru,   185
ÇANKIRI,4,ELDİVAN,Buğday (Diğer) Sulu,   310
ÇANKIRI,5,ILGAZ,Buğday (Durum) Kuru,   170
ÇANKIRI,5,ILGAZ,Buğday (Durum) Sulu,   300
ÇANKIRI,5,ILGAZ,Buğday (Diğer) Kuru,   180
ÇANKIRI,5,ILGAZ,Buğday (Diğer) Sulu,   300
ÇANKIRI,6,KIZILIRMAK,Buğday (Durum) Kuru,   170
ÇANKIRI,6,KIZILIRMAK,Buğday (Durum) Sulu,   300
ÇANKIRI,6,KIZILIRMAK,Buğday (Diğer) Kuru,   185
ÇANKIRI,6,KIZILIRMAK,Buğday (Diğer) Sulu,   340
ÇANKIRI,7,KORGUN,Buğday (Durum) Kuru,   175
ÇANKIRI,7,KORGUN,Buğday (Durum) Sulu,   300
ÇANKIRI,7,KORGUN,Buğday (Diğer) Kuru,   175
ÇANKIRI,7,KORGUN,Buğday (Diğer) Sulu,   300
ÇANKIRI,8,KURŞUNLU,Buğday (Durum) Sulu,   300
ÇANKIRI,8,KURŞUNLU,Buğday (Durum) Kuru,   190
ÇANKIRI,8,KURŞUNLU,Buğday (Diğer) Kuru,   190
ÇANKIRI,8,KURŞUNLU,Buğday (Diğer) Sulu,   300
ÇANKIRI,9,ORTA,Buğday (Durum) Kuru,   200
ÇANKIRI,9,ORTA,Buğday (Durum) Sulu,   300
ÇANKIRI,9,ORTA,Buğday (Diğer) Kuru,   205
ÇANKIRI,9,ORTA,Buğday (Diğer) Sulu,   300
ÇANKIRI,10,ŞABANÖZÜ,Buğday (Durum) Kuru,   210
ÇANKIRI,10,ŞABANÖZÜ,Buğday (Durum) Sulu,   300
ÇANKIRI,10,ŞABANÖZÜ,Buğday (Diğer) Kuru,   230
ÇANKIRI,10,ŞABANÖZÜ,Buğday (Diğer) Sulu,   350
ÇANKIRI,11,YAPRAKLI,Buğday (Durum) Kuru,   215
ÇANKIRI,11,YAPRAKLI,Buğday (Durum) Sulu,   340
ÇANKIRI,11,YAPRAKLI,Buğday (Diğer) Kuru,   230
ÇANKIRI,11,YAPRAKLI,Buğday (Diğer) Sulu,   350
ÇORUM,0,MERKEZ,Buğday (Durum) Kuru,   192
ÇORUM,0,MERKEZ,Buğday (Durum) Sulu,   330
ÇORUM,0,MERKEZ,Buğday (Diğer) Kuru,   210
ÇORUM,0,MERKEZ,Buğday (Diğer) Sulu,   400
ÇORUM,1,ALACA,Buğday (Durum) Kuru,   190
ÇORUM,1,ALACA,Buğday (Durum) Sulu,   340
ÇORUM,1,ALACA,Buğday (Diğer) Kuru,   205
ÇORUM,1,ALACA,Buğday (Diğer) Sulu,   400
ÇORUM,2,BAYAT,Buğday (Durum) Kuru,   180
ÇORUM,2,BAYAT,Buğday (Durum) Sulu,   370
ÇORUM,2,BAYAT,Buğday (Diğer) Kuru,   195
ÇORUM,2,BAYAT,Buğday (Diğer) Sulu,   400
ÇORUM,3,BOĞAZKALE,Buğday (Durum) Kuru,   194
ÇORUM,3,BOĞAZKALE,Buğday (Durum) Sulu,   300
ÇORUM,3,BOĞAZKALE,Buğday (Diğer) Kuru,   220
ÇORUM,3,BOĞAZKALE,Buğday (Diğer) Sulu,   350
ÇORUM,4,DODURGA,Buğday (Durum) Kuru,   184
ÇORUM,4,DODURGA,Buğday (Durum) Sulu,   346
ÇORUM,4,DODURGA,Buğday (Diğer) Kuru,   200
ÇORUM,4,DODURGA,Buğday (Diğer) Sulu,   345
ÇORUM,5,İSKİLİP,Buğday (Durum) Kuru,   162
ÇORUM,5,İSKİLİP,Buğday (Durum) Sulu,   220
ÇORUM,5,İSKİLİP,Buğday (Diğer) Kuru,   185
ÇORUM,5,İSKİLİP,Buğday (Diğer) Sulu,   252
ÇORUM,6,KARGI,Buğday (Durum) Kuru,   173
ÇORUM,6,KARGI,Buğday (Durum) Sulu,   400
ÇORUM,6,KARGI,Buğday (Diğer) Kuru,   185
ÇORUM,6,KARGI,Buğday (Diğer) Sulu,   422
ÇORUM,7,LAÇİN,Buğday (Durum) Kuru,   190
ÇORUM,7,LAÇİN,Buğday (Durum) Sulu,   281
ÇORUM,7,LAÇİN,Buğday (Diğer) Kuru,   190
ÇORUM,7,LAÇİN,Buğday (Diğer) Sulu,   295
ÇORUM,8,MECİTÖZÜ,Buğday (Durum) Kuru,   190
ÇORUM,8,MECİTÖZÜ,Buğday (Durum) Sulu,   324
ÇORUM,8,MECİTÖZÜ,Buğday (Diğer) Kuru,   220
ÇORUM,8,MECİTÖZÜ,Buğday (Diğer) Sulu,   350
ÇORUM,9,OĞUZLAR,Buğday (Durum) Kuru,   200
ÇORUM,9,OĞUZLAR,Buğday (Durum) Sulu,   300
ÇORUM,9,OĞUZLAR,Buğday (Diğer) Kuru,   211
ÇORUM,9,OĞUZLAR,Buğday (Diğer) Sulu,   305
ÇORUM,10,ORTAKÖY,Buğday (Durum) Kuru,   108
ÇORUM,10,ORTAKÖY,Buğday (Durum) Sulu,   130
ÇORUM,10,ORTAKÖY,Buğday (Diğer) Kuru,   120
ÇORUM,10,ORTAKÖY,Buğday (Diğer) Sulu,   130
ÇORUM,11,OSMANCIK,Buğday (Durum) Kuru,   180
ÇORUM,11,OSMANCIK,Buğday (Durum) Sulu,   367
ÇORUM,11,OSMANCIK,Buğday (Diğer) Kuru,   198
ÇORUM,11,OSMANCIK,Buğday (Diğer) Sulu,   375
ÇORUM,12,SUNGURLU,Buğday (Durum) Kuru,   180
ÇORUM,12,SUNGURLU,Buğday (Durum) Sulu,   325
ÇORUM,12,SUNGURLU,Buğday (Diğer) Kuru,   216
ÇORUM,12,SUNGURLU,Buğday (Diğer) Sulu,   384
ÇORUM,13,UĞURLUDAĞ,Buğday (Durum) Kuru,   170
ÇORUM,13,UĞURLUDAĞ,Buğday (Durum) Sulu,   270
ÇORUM,13,UĞURLUDAĞ,Buğday (Diğer) Kuru,   200
ÇORUM,13,UĞURLUDAĞ,Buğday (Diğer) Sulu,   270
DENİZLİ,0,MERKEZ,Buğday (Durum) Kuru,   302
DENİZLİ,0,MERKEZ,Buğday (Durum) Sulu,   475
DENİZLİ,0,MERKEZ,Buğday (Diğer) Kuru,   302
DENİZLİ,0,MERKEZ,Buğday (Diğer) Sulu,   540
DENİZLİ,1,ACIPAYAM,Buğday (Durum) Kuru,   190
DENİZLİ,1,ACIPAYAM,Buğday (Durum) Sulu,   450
